,negative_review,negative_review,positive_review,positive_review
,total,GPE,total,GPE
k,,,,
2,0.6219758094890433,0.6219758094890433,0.5685947515858315,0.5685947515858315
3,0.7600141921881767,0.7600141921881767,0.717229887028587,0.717229887028587
4,0.9047498275420881,0.9047498275420881,0.8692777367693904,0.8692777367693904
5,0.9049375152297758,0.9049375152297758,0.869623757530636,0.869623757530636
10,0.9753896694456092,0.9753896694456092,0.9661613035410738,0.9661613035410738
20,0.9968660389713021,0.9968660389713021,0.9898461297873337,0.9898461297873337
50,1.0,1.0,0.9974729998951454,0.9974729998951454
